periodo,molienda_cereales_y_oleaginosas,resto_de_alimentos,bebidas,tabaco,textil_indumentaria_y_cuero,madera_papel_y_edicion,refinacion_de_petroleo,quimicos,caucho_y_plastico,minerales_no_metalicos,metales_basicos,metalmecanica,automotriz,resto_de_industria,total_industria
2021-10-01,87189.38600000004,133663.727,49159.32900000003,1597.76,62307.93900000003,103991.8240000001,66279.433,200614.6769999999,68413.94799999999,174930.037,295538.996,21264.81600000001,33892.63799999999,1210.752,1300055.262
2021-11-01,85110.25899999996,136763.7659999999,54378.959,1620.632,63804.686,104026.667,74061.49999999999,215402.451,71357.01300000001,179134.058,290208.4780000001,22293.692,36776.09900000002,1349.573,1336287.833
2021-12-01,68881.07000000002,136522.045,59111.393,1669.606,50187.153,97798.97700000006,74793.47500000001,217774.6990000001,68250.26600000002,171539.929,279258.49,21879.687,35141.74300000002,1350.621,1284159.154
2022-01-01,74420.149,135727.436,59395.165,1838.02,48248.399,98128.10699999995,73442.23299999996,222043.3419999999,63231.59599999998,162758.264,223096.5890000001,19623.439,26379.773,1316.734,1209649.246
2022-01-02,80327.649,134725.4919999998,55626.06900000002,1784.194,60329.242,97680.67400000004,55621.61700000001,200678.728,67240.60899999998,154719.241,227578.2690000001,21104.544,32823.40200000002,1451.891,1191691.621
2022-01-03,89440.07100000003,141014.553,58207.92599999999,1783.748,64919.93399999999,100958.1379999999,60723.81200000001,222176.5719999999,70982.83799999997,169142.301,282409.5059999999,22328.679,35640.583,1253.407,1320982.067999999
2022-01-04,99310.14200000002,139625.516,51199.38999999997,1540.68,63403.70300000001,99137.65299999998,63666.063,216599.1410000001,72257.33100000001,168721.191,245095.8110000001,22863.093,33845.34700000001,1356.062,1278621.123
2022-01-05,103026.354,141259.257,49125.404,1428.104,63216.16099999999,103092.831,68638.74900000001,217833.648,68722.13400000001,179250.5569999999,301124.143,22893.392,33547.783,1265.533,1354424.050000001
2022-01-06,97061.07400000002,134712.457,44619.87100000001,1372.544,63467.20500000002,109030.8140000001,61802.64600000002,209087.825,67623.57299999996,165968.6080000001,312317.352,23366.558,35699.86999999999,1355.967,1327486.364
2022-01-07,93618.086,139193.741,46118.49199999998,1468.406,65909.338,107930.989,66508.69399999999,203634.365,68670.70099999994,173494.9509999999,306780.8770000001,22975.494,36839.34899999999,1312.39,1334455.873
2022-01-08,85524.44999999998,142389.2919999998,46737.56699999998,1480.974,67391.19099999998,101368.1690000001,67824.936,208524.3049999999,70259.34600000002,192355.1949999999,306204.5129999997,23480.371,37490.923,1331.611,1352362.842999999
2022-01-09,91889.38099999999,136189.2379999999,49148.65599999995,1413.2,63873.41100000001,104202.2510000001,67739.79600000003,207677.697,68012.98300000002,175961.978,303928.602,22518.98,35182.276,1316.547,1329054.996
2022-01-10,89690.30700000002,135135.7,50434.22800000001,1428.131,62065.60100000001,102924.982,68291.18700000001,214315.467,70656.94400000002,188125.042,312735.7860000001,21852.913,35542.336,1317.541,1354516.165
2022-01-11,91978.13099999996,139699.6670000001,54775.10899999999,1554.218,63439.47600000002,101956.21,63875.82800000001,215524.3929999999,71889.35299999997,174533.7019999999,295770,22363.003,38861.24700000002,1558.649,1337778.986
2022-01-12,78667.17799999997,137158.8750000001,57525.88499999999,1487.24,50403.929,96433.89100000003,70534.84400000001,210736.1990000001,65000.50700000002,175487.384,263814.002,20388.323,34703.70899999999,1587.541,1263929.507
2023-01-01,68338.68599999999,144793.1190000001,61474.15200000001,1730.227,46512.41799999995,103203.167,72760.72200000002,209134.2580000001,67059.59099999997,153352.8649999999,277368.4559999999,19498.335,28889.544,1502.874,1255618.414
2023-01-02,66039.02100000001,137620.5630000001,54454.018,1482.535,59395.38499999997,97588.78400000003,61880.81200000001,192224.9800000001,65474.47599999999,154719.027,211391.73,20522.237,35970.94299999999,1442.233,1160206.744
2023-01-03,84816.18499999997,152921.983,59731.67300000002,1790.44,67877.97400000006,105343.524,66986.27099999999,212769.329,72881.004,174881.0270000001,270928.5189999999,22867.015,43313.46100000001,1440.606,1338549.011
2023-01-04,84543.76699999996,142263.3580000001,49168.01400000002,1423.967,62623.47300000002,97579.79600000002,65153.83000000001,210820.4059999998,72572.807,167060.0719999999,261255.6459999999,22354.22300000001,36052.44,1460.664,1274332.463
2023-01-05,90303.038,147188.8059999999,43589.43999999998,1376.112,61373.22900000001,103734.416,68136.56299999999,211535.6680000002,69735.52599999998,170870.622,295243.9459999998,23133.658,35768.61,1359.514,1323349.148
2023-01-06,93827.75200000002,138551.217,40418.66299999999,1317.78,60981.95300000002,102820.455,65814.068,202645.8279999998,68999.59300000001,159474.869,269883.3850000001,23019.603,36608.50800000001,1409.54,1265773.214
2023-01-07,91984.05599999998,141200.044,42249.66700000003,1413.854,64676.89800000003,105945.072,65473.76100000002,202354.1449999999,71623.787,156374.4080000001,200575.109,22470.882,36520.989,1384.008,1204246.68
2023-01-08,90254.67399999997,140255.6370000001,47946.866,1443.845,65560.47899999998,103883.477,59335.177,199428.9740000001,71519.16800000002,167865.713,263250.5170000001,24227.796,38454.03299999999,1390.89,1274817.246
2023-01-09,73342.56700000001,143217.6279999999,47854.76299999997,1334.184,63944.10900000002,104372.7070000001,65194.323,206247.874,73113.03300000001,173749.0700000001,298028.5980000001,23550.66,36664.80800000001,1350.719,1311965.043
2023-01-10,70904.12699999998,138823.963,49339.57199999999,1304.502,63174.66499999999,101657.356,56467.062,208117.936,69081.495,175815.9900000002,307042.422,22943.328,35840.33100000001,1291.031,1301803.78
2023-01-11,69608.439,138466.074,54603.74700000002,1528.419,65350.78700000001,100917.538,61151.82200000001,208861.7610000001,69070.65000000001,168622.477,282086.6579999999,22603.14,38249.72600000001,1406.325,1282527.563
2023-01-12,69554.21100000004,134644.653,58482.90600000002,1455.813,51873.93600000002,95152.36899999995,66016.599,195246.3790000002,62986.80699999999,165757.3280000001,226365.0019999999,20205.81800000001,33093.84900000001,1516.676,1182352.346
2024-01-01,69824.89500000002,144415.9879999999,55861.80999999999,1847.146,39133.52400000003,97683.63099999998,65901.28799999999,194592.526,57725.044,135603.0460000001,265918.7690000001,19896.281,25014.172,1637.338,1175055.458
